REF,ChangeKey,Unnamed: 0,Company Name,Location,Country,Space_Code,,Launch Date,Datum,Vehicle Type,Detail,Status Rocket, Rocket,Status Mission
769,Northrop39952,769,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",USA,LP-0B,,5/19/2009,"Tue May 19, 2009 23:55 UTC",Minotaur I ,Minotaur I | TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,StatusActive,40,Success
770,Arianespace39947,770,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,5/14/2009,"Thu May 14, 2009 13:12 UTC",Ariane 5 ECA ,Ariane 5 ECA | Herschel Space Observatory & Planck,StatusActive,200,Success
771,NASA39944,771,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,5/11/2009,"Mon May 11, 2009 18:01 UTC",Space Shuttle Atlantis ,Space Shuttle Atlantis | STS-125,StatusRetired,450,Success
772,ULA39938,772,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,5/5/2009,"Tue May 05, 2009 20:24 UTC",Delta II 7920-10C ,Delta II 7920-10C | STSS-ATRR,StatusRetired,,Success
773,Sea Launch39923,773,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Ocean,LP,,4/20/2009,"Mon Apr 20, 2009 08:15 UTC",Zenit-3 SL ,Zenit-3 SL | Sicral-1B,StatusActive,,Success
774,ISRO39923,774,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,4/20/2009,"Mon Apr 20, 2009 01:15 UTC",PSLV-CA ,PSLV-CA | RISAT-2 & ANUSAT,StatusActive,21,Success
775,KCST39908,775,KCST,"Pad 1, Tonghae Satellite Launching Ground, North Korea",Korea,Pad,,4/5/2009,"Sun Apr 05, 2009 02:20 UTC",Unha-2 ,Unha-2 | KwangmyÂÂngsÂÂng-2,StatusRetired,,Failure
776,ULA39907,776,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,4/4/2009,"Sat Apr 04, 2009 00:31 UTC",Atlas V 421 ,Atlas V 421 | WGS-2,StatusActive,123,Success
777,ULA39896,777,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,SLC-17A,,3/24/2009,"Tue Mar 24, 2009 08:34 UTC",Delta II 7925 ,Delta II 7925 | GPS IIRM-7,StatusRetired,,Success
778,Eurockot39889,778,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,3/17/2009,"Tue Mar 17, 2009 14:21 UTC",Rokot/Briz KM ,Rokot/Briz KM | GOCE,StatusRetired,41.8,Success
779,NASA39887,779,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,3/15/2009,"Sun Mar 15, 2009 23:43 UTC",Space Shuttle Discovery ,Space Shuttle Discovery | STS-119,StatusRetired,450,Success
780,ULA39879,780,ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,SLC-17B,,3/7/2009,"Sat Mar 07, 2009 03:49 UTC",Delta II 7925-10L ,Delta II 7925-10L | Kepler,StatusRetired,,Success
781,Land Launch39870,781,Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,2/26/2009,"Thu Feb 26, 2009 08:30 UTC",Zenit-3 SLB ,Zenit-3 SLB | Telstar-11N,StatusActive,,Success
782,Northrop39868,782,Northrop,"SLC-576E, Vandenberg AFB, California, USA",USA,SLC-576E,,2/24/2009,"Tue Feb 24, 2009 09:55 UTC",Minotaur C (Taurus) ,Minotaur C (Taurus) | Orbiting Carbon Observatory,StatusActive,45,Failure
783,Arianespace39856,783,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,2/12/2009,"Thu Feb 12, 2009 22:09 UTC",Ariane 5 ECA ,"Ariane 5 ECA | Hot Bird 10, NSS-9, Spirale-A & B",StatusActive,200,Success
784,ULA39850,784,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,2/6/2009,"Fri Feb 06, 2009 10:22 UTC",Delta II 7320-10C ,Delta II 7320-10C | NOAA-N Prime,StatusRetired,,Success
785,ISA44229,785,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,Imam,,2/2/2021,"Mon Feb 02, 2009 UTC",Safir-1 ,Safir-1 | Omid,StatusRetired,,Success
786,VKS RF39843,786,VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",Russia,Site,,1/30/2009,"Fri Jan 30, 2009 13:30 UTC",Tsyklon-3 ,Tsyklon-3 | Koronas Foton,StatusRetired,,Success
787,MHI39836,787,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,1/23/2009,"Fri Jan 23, 2009 03:54 UTC",H-IIA 202 ,"H-IIA 202 | Ibuki, Maido 1 & Others",StatusActive,90,Success
788,ULA39831,788,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,SLC-37B,,1/18/2009,"Sun Jan 18, 2009 02:47 UTC",Delta IV Heavy ,Delta IV Heavy | NROL-26,StatusActive,350,Success
789,Arianespace39802,789,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,12/20/2008,"Sat Dec 20, 2008 22:35 UTC",Ariane 5 ECA ,Ariane 5 ECA | Hot Bird 9 & Eutelsat W2M,StatusActive,200,Success
790,VKS RF39784,790,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,12/2/2008,"Tue Dec 02, 2008 04:59 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 2446,StatusRetired,,Success
791,NASA39767,791,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,11/15/2008,"Sat Nov 15, 2008 00:55 UTC",Space Shuttle Endeavour ,Space Shuttle Endeavour | STS-126,StatusRetired,450,Success
792,CASC39757,792,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,11/5/2008,"Wed Nov 05, 2008 00:15 UTC",Long March 2D ,Long March 2D | Shiyan-3 & Chuangxin-1(02),StatusActive,29.75,Success
793,CASC39757,793,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,11/5/2008,"Wed Nov 05, 2008 00:15 UTC",Long March 2D ,Long March 2D | Shiyan-3 & Chuangxin-1(02),StatusActive,29.75,Success
794,CASC39750,794,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,10/29/2008,"Wed Oct 29, 2008 16:53 UTC",Long March 3B/E ,Long March 3B/E | VENESAT 1,StatusActive,29.15,Success
795,ULA39746,795,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,10/25/2008,"Sat Oct 25, 2008 02:28 UTC",Delta II 7420-10C ,Delta II 7420-10C | COSMO-3,StatusRetired,,Success
796,CASC39746,796,CASC,"LC-9, Taiyuan Satellite Launch Center, China",China,LC-9,,10/25/2008,"Sat Oct 25, 2008 01:15 UTC",Long March 4B ,Long March 4B | Shijian-6E & F,StatusActive,64.68,Success
797,ISRO39743,797,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,10/22/2008,"Wed Oct 22, 2008 00:52 UTC",PSLV-XL ,PSLV-XL | Chandrayaan-1,StatusActive,31,Success
798,Northrop39740,798,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,Stargazer,,10/19/2008,"Sun Oct 19, 2008 17:47 UTC",Pegasus XL ,Pegasus XL | IBEX,StatusActive,40,Success
799,Kosmotras39722,799,Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,Site,,10/1/2008,"Wed Oct 01, 2008 06:37 UTC",Dnepr ,Dnepr | THEOS 1,StatusRetired,29,Success
800,SpaceX39719,800,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,Omelek,,9/28/2008,"Sun Sep 28, 2008 23:15 UTC",Falcon 1 ,Falcon 1 | RatSat,StatusRetired,7,Success
801,CASC39719,801,CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",China,Site,,9/28/2008,"Sun Sep 28, 2008 13:10 UTC",Long March 2F/G ,Long March 2F/G | Shenzhou 7,StatusActive,,Success
802,Sea Launch39715,802,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Ocean,LP,,9/24/2008,"Wed Sep 24, 2008 09:27 UTC",Zenit-3 SL ,Zenit-3 SL | Galaxy 19,StatusActive,,Success
803,ULA39697,803,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,9/6/2008,"Sat Sep 06, 2008 18:50 UTC",Delta II 7420-10C ,Delta II 7420-10C | GeoEye-1,StatusRetired,,Success
804,CASC39697,804,CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,LC-7,,9/6/2008,"Sat Sep 06, 2008 03:25 UTC",Long March 2C/SMA ,Long March 2C/SMA | Huanjing-1A & 1B,StatusActive,,Success
805,Kosmotras39689,805,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,8/29/2008,"Fri Aug 29, 2008 07:15 UTC",Dnepr ,Dnepr | RapidEye 1 to 5,StatusRetired,29,Success
806,ISA44425,806,ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",Iran,Imam,,8/17/2021,"Sun Aug 17, 2008 UTC",Safir-1 ,Safir-1 | Unknown Payload,StatusRetired,,Failure
807,Arianespace39674,807,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,8/14/2008,"Thu Aug 14, 2008 20:44 UTC",Ariane 5 ECA ,Ariane 5 ECA | Superbird-7 & AMC-21,StatusActive,200,Success
808,SpaceX39663,808,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,Omelek,,8/3/2008,"Sun Aug 03, 2008 03:34 UTC",Falcon 1 ,Falcon 1 | Flight 3,StatusRetired,7,Failure
809,VKS RF39651,809,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,7/22/2008,"Tue Jul 22, 2008 02:40 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | SAR-Lupe 5,StatusRetired,,Success
810,Sea Launch39645,810,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Ocean,LP,,7/16/2008,"Wed Jul 16, 2008 05:20 UTC",Zenit-3 SL ,Zenit-3 SL | EchoStar XI,StatusActive,,Success
811,Arianespace39636,811,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,7/7/2008,"Mon Jul 07, 2008 21:47 UTC",Ariane 5 ECA ,Ariane 5 ECA | ProtoStar-1 & Badr-6,StatusActive,200,Success
812,ULA39619,812,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,6/20/2008,"Fri Jun 20, 2008 07:46 UTC",Delta II 7320-10C ,Delta II 7320-10C | Jason-2,StatusRetired,,Success
813,VKS RF39618,813,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,6/19/2008,"Thu Jun 19, 2008 06:36 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Orbcomm Satellites,StatusRetired,,Success
814,Arianespace39611,814,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,6/12/2008,"Thu Jun 12, 2008 22:05 UTC",Ariane 5 ECA ,Ariane 5 ECA | Skynet 5C & Turksat 3A,StatusActive,200,Success
815,ULA39610,815,ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,SLC-17B,,6/11/2008,"Wed Jun 11, 2008 16:05 UTC",Delta II 7920H-10C ,Delta II 7920H-10C | GLAST,StatusRetired,,Success
816,CASC39608,816,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,6/9/2008,"Mon Jun 09, 2008 12:15 UTC",Long March 3B ,Long March 3B | ChinaSat 9,StatusActive,,Success
817,NASA39599,817,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,5/31/2008,"Sat May 31, 2008 21:02 UTC",Space Shuttle Discovery ,Space Shuttle Discovery | STS-124,StatusRetired,450,Success
818,CASC39595,818,CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,LC-7,,5/27/2008,"Tue May 27, 2008 03:02 UTC",Long March 4C ,Long March 4C | Fengyun-3A,StatusActive,64.68,Success
819,VKS RF39591,819,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",Russia,Site,,5/23/2008,"Fri May 23, 2008 15:20 UTC",Rokot/Briz KM ,"Rokot/Briz KM | Cosmos 2437 to 2439, Youbilielnyi",StatusRetired,41.8,Success
820,Sea Launch39589,820,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Ocean,LP,,5/21/2008,"Wed May 21, 2008 09:42 UTC",Zenit-3 SL ,Zenit-3 SL | Galaxy 18,StatusActive,,Success
821,Land Launch39566,821,Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,4/28/2008,"Mon Apr 28, 2008 05:00 UTC",Zenit-3 SLB ,Zenit-3 SLB | AMOS 3,StatusActive,,Partial Failure
822,ISRO39566,822,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,4/28/2008,"Mon Apr 28, 2008 03:53 UTC",PSLV-CA ,PSLV-CA | Cartosat-2A & Rideshares,StatusActive,21,Success
823,CASC39563,823,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,4/25/2008,"Fri Apr 25, 2008 15:35 UTC",Long March 3C ,Long March 3C | Tianlian I-01,StatusActive,20.14,Success
824,Arianespace39556,824,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,4/18/2008,"Fri Apr 18, 2008 22:17 UTC",Ariane 5 ECA ,Ariane 5 ECA | Star One C2 & Vinasat-1,StatusActive,200,Success
825,Northrop39553,825,Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,Stargazer,,4/15/2008,"Tue Apr 15, 2008 17:01 UTC",Pegasus XL ,Pegasus XL | C/NOFS,StatusActive,40,Success
826,ULA39552,826,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,4/14/2008,"Mon Apr 14, 2008 20:12 UTC",Atlas V 421 ,Atlas V 421 | ICO G1,StatusActive,123,Success
827,VKS RF39534,827,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,3/27/2008,"Thu Mar 27, 2008 17:16 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | SAR-Lupe 4,StatusRetired,,Success
828,Sea Launch39526,828,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Ocean,LP,,3/19/2008,"Wed Mar 19, 2008 22:47 UTC",Zenit-3 SL ,Zenit-3 SL | DirecTV-11,StatusActive,,Success
829,ULA39522,829,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,SLC-17A,,3/15/2008,"Sat Mar 15, 2008 06:10 UTC",Delta II 7925 ,Delta II 7925 | GPS IIRM-6,StatusRetired,,Success
830,ULA39520,830,ULA,"SLC-3E, Vandenberg AFB, California, USA",USA,SLC-3E,,3/13/2008,"Thu Mar 13, 2008 10:02 UTC",Atlas V 411 ,Atlas V 411 | NROL-28,StatusActive,115,Success
831,NASA39518,831,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,3/11/2008,"Tue Mar 11, 2008 06:28 UTC",Space Shuttle Endeavour ,Space Shuttle Endeavour | STS-123,StatusRetired,450,Success
832,Arianespace39516,832,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,3/9/2008,"Sun Mar 09, 2008 04:03 UTC",Ariane 5 ES ,Ariane 5 ES | Jules Verne ATV,StatusRetired,,Success
833,MHI39501,833,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,2/23/2008,"Sat Feb 23, 2008 08:55 UTC",H-IIA 202 ,H-IIA 202 | Kizuna,StatusActive,90,Success
834,NASA39485,834,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,2/7/2008,"Thu Feb 07, 2008 19:45 UTC",Space Shuttle Atlantis ,Space Shuttle Atlantis | STS-122,StatusRetired,450,Success
835,ISRO39468,835,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",India,First,,1/21/2008,"Mon Jan 21, 2008 03:45 UTC",PSLV-CA ,PSLV-CA | TecSAR,StatusActive,21,Success
836,Sea Launch39462,836,Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Ocean,LP,,1/15/2008,"Tue Jan 15, 2008 11:48 UTC",Zenit-3 SL ,Zenit-3 SL | Thuraya-3,StatusActive,,Success
837,Arianespace39437,837,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,12/21/2007,"Fri Dec 21, 2007 21:41 UTC",Ariane 5 GS ,Ariane 5 GS | Rascom-QAF1 & Horizons-2,StatusRetired,,Success
838,ULA39436,838,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,SLC-17A,,12/20/2007,"Thu Dec 20, 2007 20:04 UTC",Delta II 7925 ,Delta II 7925 | GPS IIRM-5,StatusRetired,,Success
839,ULA39426,839,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,12/10/2007,"Mon Dec 10, 2007 22:05 UTC",Atlas V 401 ,Atlas V 401 | NROL-24,StatusActive,109,Success
840,ULA39425,840,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,12/9/2007,"Sun Dec 09, 2007 02:31 UTC",Delta II 7420-10C ,Delta II 7420-10C | COSMO-2,StatusRetired,,Success
841,Arianespace39400,841,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,11/14/2007,"Wed Nov 14, 2007 22:03 UTC",Ariane 5 ECA ,Ariane 5 ECA | Skynet 5B & Star One C1,StatusActive,200,Success
842,CASC39397,842,CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,LC-7,,11/11/2007,"Sun Nov 11, 2007 22:48 UTC",Long March 4C ,Long March 4C | Yaogan 3,StatusActive,64.68,Success
843,ULA39397,843,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",USA,SLC-37B,,11/11/2007,"Sun Nov 11, 2007 01:50 UTC",Delta IV Heavy ,Delta IV Heavy | DSP-23,StatusActive,350,Success
844,VKS RF39387,844,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,11/1/2007,"Thu Nov 01, 2007 00:51 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | SAR-Lupe 3,StatusRetired,,Success
845,CASC39379,845,CASC,"LC-3, Xichang Satellite Launch Center, China",China,LC-3,,10/24/2007,"Wed Oct 24, 2007 10:05 UTC",Long March 3B ,Long March 3B | Chang'e 1,StatusActive,,Success
846,VKS RF39378,846,VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Russia,Site,,10/23/2007,"Tue Oct 23, 2007 04:39 UTC",Molniya-M /Block 2BL ,Molniya-M /Block 2BL | Cosmos 2430,StatusRetired,,Success
847,NASA39378,847,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,10/23/2007,"Tue Oct 23, 2007 03:38 UTC",Space Shuttle Discovery ,Space Shuttle Discovery | STS-120,StatusRetired,450,Success
848,ULA39372,848,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,SLC-17A,,10/17/2007,"Wed Oct 17, 2007 12:23 UTC",Delta II 7925 ,Delta II 7925 | GPS IIRM-4,StatusRetired,,Success
849,ULA39366,849,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,10/11/2007,"Thu Oct 11, 2007 00:22 UTC",Atlas V 421 ,Atlas V 421 | WSG-1,StatusActive,123,Success
850,Arianespace39360,850,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,10/5/2007,"Fri Oct 05, 2007 22:02 UTC",Ariane 5 GS ,Ariane 5 GS | Intelsat 11 & Optus D2,StatusRetired,,Success
851,ULA39352,851,ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA",USA,SLC-17B,,9/27/2007,"Thu Sep 27, 2007 11:34 UTC",Delta II 7925H ,Delta II 7925H | Dawn,StatusRetired,,Success
852,CASC39344,852,CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,LC-7,,9/19/2007,"Wed Sep 19, 2007 03:26 UTC",Long March 4B ,Long March 4B | CBERS-2B,StatusActive,64.68,Success
853,ULA39343,853,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,9/18/2007,"Tue Sep 18, 2007 18:35 UTC",Delta II 7920-10C ,Delta II 7920-10C | DigitalGlobe WorldView-1,StatusRetired,,Success
854,MHI39339,854,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,9/14/2007,"Fri Sep 14, 2007 01:31 UTC",H-IIA 2022 ,H-IIA 2022 | SELENE,StatusRetired,,Success
855,VKS RF39336,855,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,9/11/2007,"Tue Sep 11, 2007 13:05 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | Cosmos 2429,StatusRetired,,Success
856,ISRO39327,856,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,9/2/2007,"Sun Sep 02, 2007 12:51 UTC",GSLV Mk I ,GSLV Mk I | INSAT-4CR,StatusRetired,47,Partial Failure
857,Arianespace39308,857,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,8/14/2007,"Tue Aug 14, 2007 23:44 UTC",Ariane 5 ECA ,Ariane 5 ECA | Spaceway-3 & BSat-3A,StatusActive,200,Success
858,NASA39302,858,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,8/8/2007,"Wed Aug 08, 2007 22:36 UTC",Space Shuttle Endeavour ,Space Shuttle Endeavour | STS-118,StatusRetired,450,Success
859,ULA39298,859,ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA",USA,SLC-17A,,8/4/2007,"Sat Aug 04, 2007 09:26 UTC",Delta II 7925 ,Delta II 7925 | Phoenix,StatusRetired,,Success
860,CASC39268,860,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,7/5/2007,"Thu Jul 05, 2007 20:08 UTC",Long March 3B ,Long March 3B | Chinasat-6B,StatusActive,,Success
861,VKS RF39265,861,VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Russia,Site,,7/2/2007,"Mon Jul 02, 2007 19:38 UTC",Cosmos-3M (11K65M) ,Cosmos-3M (11K65M) | SAR-Lupe 2,StatusRetired,,Success
862,VKS RF39262,862,VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/29/2007,"Fri Jun 29, 2007 10:00 UTC",Zenit-2 ,Zenit-2 | Cosmos 2428,StatusRetired,,Success
863,Kosmotras39261,863,Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",Russia,Site,,6/28/2007,"Thu Jun 28, 2007 15:02 UTC",Dnepr ,Dnepr | Genesis 2,StatusRetired,29,Success
864,ULA39248,864,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,6/15/2007,"Fri Jun 15, 2007 15:11 UTC",Atlas V 401 ,Atlas V 401 | NROL-30 & NOSS-3,StatusActive,109,Partial Failure
865,Kosmotras39248,865,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,6/15/2007,"Fri Jun 15, 2007 02:14 UTC",Dnepr ,Dnepr | TerraSAR-X,StatusRetired,29,Success
866,IAI44357,866,IAI,"Pad 1, Palmachim Airbase, Israel",Israel,Pad,,6/10/2021,"Sun Jun 10, 2007 UTC",Shavit-2 ,Shavit-2 | Ofek-7,StatusActive,,Success
867,NASA39241,867,NASA,"LC-39A, Kennedy Space Center, Florida, USA",USA,LC-39A,,6/8/2007,"Fri Jun 08, 2007 23:38 UTC",Space Shuttle Atlantis ,Space Shuttle Atlantis | STS-117,StatusRetired,450,Success
868,ULA39241,868,ULA,"SLC-2W, Vandenberg AFB, California, USA",USA,SLC-2W,,6/8/2007,"Fri Jun 08, 2007 02:34 UTC",Delta II 7420-10C ,Delta II 7420-10C | COSMO-SkyMed,StatusRetired,,Success
869,CASC39233,869,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,5/31/2007,"Thu May 31, 2007 16:08 UTC",Long March 3A ,Long March 3A | SinoSat 3,StatusActive,69.7,Success
870,CASC39227,870,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",China,Site,,5/25/2007,"Fri May 25, 2007 07:12 UTC",Long March 2D ,Long March 2D | Yaogan 2 & ZDPS-1,StatusActive,29.75,Success
871,CASC39215,871,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,5/13/2007,"Sun May 13, 2007 16:01 UTC",Long March 3B/E ,Long March 3B/E | NIGCOMSAT-1,StatusActive,29.15,Success
872,Arianespace39206,872,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,5/4/2007,"Fri May 04, 2007 22:29 UTC",Ariane 5 ECA ,Ariane 5 ECA | Astra 1L & Galaxy 17,StatusActive,200,Success
873,Northrop39197,873,Northrop,"Stargazer, Vandenberg AFB, California, USA",USA,Stargazer,,4/25/2007,"Wed Apr 25, 2007 20:26 UTC",Pegasus XL ,Pegasus XL | AIM,StatusActive,40,Success
874,Northrop39196,874,Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA",USA,LP-0B,,4/24/2007,"Tue Apr 24, 2007 06:48 UTC",Minotaur I ,Minotaur I | NFIRE,StatusActive,40,Success
875,ISRO39195,875,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",India,Second,,4/23/2007,"Mon Apr 23, 2007 10:00 UTC",PSLV-CA ,PSLV-CA | AGILE & AAM,StatusActive,21,Success
876,Kosmotras39189,876,Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",Kazakhstan,Site,,4/17/2007,"Tue Apr 17, 2007 06:46 UTC",Dnepr ,Dnepr | EgyptSat 1 & Others,StatusRetired,29,Success
877,CASC39185,877,CASC,"LC-2, Xichang Satellite Launch Center, China",China,LC-2,,4/13/2007,"Fri Apr 13, 2007 20:11 UTC",Long March 3A ,Long March 3A | Compass-M1,StatusActive,69.7,Success
878,CASC39183,878,CASC,"LC-7, Taiyuan Satellite Launch Center, China",China,LC-7,,4/11/2007,"Wed Apr 11, 2007 03:27 UTC",Long March 2C ,Long March 2C | Haiyang-1B,StatusActive,30.8,Success
879,SpaceX39162,879,SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",USA,Omelek,,3/21/2007,"Wed Mar 21, 2007 01:10 UTC",Falcon 1 ,Falcon 1 | DemoSat,StatusRetired,7,Failure
880,Arianespace39152,880,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",France,ELA-3,,3/11/2007,"Sun Mar 11, 2007 22:03 UTC",Ariane 5 ECA ,Ariane 5 ECA | Skynet 5A & INSAT-4B,StatusActive,200,Success
881,ULA39150,881,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",USA,SLC-41,,3/9/2007,"Fri Mar 09, 2007 03:10 UTC",Atlas V 401 ,"Atlas V 401 | STP-1, FalconSat-3",StatusActive,109,Success
882,MHI39137,882,MHI,"LA-Y1, Tanegashima Space Center, Japan",Japan,LA-Y1,,2/24/2007,"Sat Feb 24, 2007 04:41 UTC",H-IIA 2024 ,"H-IIA 2024 | IGS-Optical 3V, IGS-Radar 2",StatusRetired,,Success
